file,base,horizon_min,ts_utc,route,edge_maker_bp,half_spot_bp,half_perp_bp,pnl_taker_bp,pnl_maker_bp
2026-09-22.csv,HOOD,60,2026-09-22T08:00:19Z,stockroute,54.19,37.267,0.83,-98.91,-98.91
2026-09-22.csv,HOOD,60,2026-09-22T09:03:20Z,stockroute,11.66,14.78,2.051,-58.07,-58.07
2026-09-22.csv,HOOD,60,2026-09-22T10:09:20Z,stockroute,11.54,15.136,1.633,-47.39,-47.39
2026-09-22.csv,HOOD,60,2026-09-22T11:09:21Z,stockroute,16.5,16.387,2.866,-55.58,-55.58
2026-09-22.csv,HOOD,60,2026-09-22T12:49:24Z,stockroute,11.5,16.343,0.408,-60.31,-60.31
2026-09-22.csv,MRVL,60,2026-09-22T08:00:19Z,stockroute,39.55,29.99,0.783,-61.61,-61.61
2026-09-22.csv,MRVL,60,2026-09-22T09:04:20Z,stockroute,22.84,21.632,0.787,-66.77,-66.77
2026-09-22.csv,SOXL,60,2026-09-22T08:09:19Z,stockroute,18.81,20.04,0.363,-26.34,-26.34
2026-09-22.csv,SOXL,60,2026-09-22T09:45:20Z,stockroute,14.73,18.004,0.359,-28.44,-28.44
2026-09-22.csv,SOXL,60,2026-09-22T13:27:25Z,stockroute,16.62,18.944,0.364,-38.61,-38.61
