ts_utc,ts_ms,date_cn,base,symbol,venue,trade_id,side,price,size,notional_usd
2026-09-19T16:00:00.044Z,1789833600044,2026-09-20,QQQ,RQQQUSDT,spot,1485235256002605056,buy,721.62,0.0277,19.988874
2026-09-19T16:00:00.074Z,1789833600074,2026-09-20,TSLA,RTSLAUSDT,spot,1485235256128434176,buy,364.61,0.1371,49.988031
2026-09-19T16:00:04.055Z,1789833604055,2026-09-20,QQQ,RQQQUSDT,spot,1485235272825958402,buy,721.84,0.0955,68.93572
2026-09-19T16:00:04.055Z,1789833604055,2026-09-20,QQQ,RQQQUSDT,spot,1485235272825958400,buy,721.62,0.1816,131.046192
2026-09-19T16:00:04.058Z,1789833604058,2026-09-20,TSLA,RTSLAUSDT,spot,1485235272838541314,buy,364.55,0.0685,24.971675
2026-09-19T16:00:04.058Z,1789833604058,2026-09-20,QQQ,RQQQUSDT,spot,1485235272838541312,buy,721.84,0.1385,99.97484
2026-09-19T16:00:12.682Z,1789833612682,2026-09-20,QQQ,RQQQUSDT,spot,1485235309010219010,buy,721.84,0.5527,398.960968
2026-09-19T16:00:12.682Z,1789833612682,2026-09-20,QQQ,RQQQUSDT,spot,1485235309010219008,buy,721.62,0.2093,151.035066
2026-09-19T16:00:28.467Z,1789833628467,2026-09-20,QQQ,RQQQUSDT,spot,1485235375217307648,sell,721.08,0.762,549.46296
2026-09-19T16:00:51.134Z,1789833651134,2026-09-20,AAPL,RAAPLUSDT,spot,1485235470289596416,buy,334.99,0.0508,17.017492
2026-09-19T16:00:54.473Z,1789833654473,2026-09-20,AAPL,RAAPLUSDT,spot,1485235484294377472,sell,334.51,0.0508,16.993108
2026-09-19T16:01:41.454Z,1789833701454,2026-09-20,QQQ,RQQQUSDT,spot,1485235681346973698,buy,721.84,0.5526,398.888784
2026-09-19T16:01:41.454Z,1789833701454,2026-09-20,QQQ,RQQQUSDT,spot,1485235681346973696,buy,721.67,0.2093,151.045531
2026-09-19T16:01:55.855Z,1789833715855,2026-09-20,NVDA,RNVDAUSDT,spot,1485235741749145600,buy,222.42,0.0538,11.966196
2026-09-19T16:02:00.542Z,1789833720542,2026-09-20,QQQ,RQQQUSDT,spot,1485235761407848448,sell,721.33,0.7619,549.581327
2026-09-19T16:02:00.858Z,1789833720858,2026-09-20,NVDA,RNVDAUSDT,spot,1485235762733248512,sell,222.14,0.0532,11.817848
2026-09-19T16:02:06.941Z,1789833726941,2026-09-20,NVDA,RNVDAUSDT,spot,1485235788247199744,buy,222.42,0.0531,11.810502
2026-09-19T16:02:11.269Z,1789833731269,2026-09-20,NVDA,RNVDAUSDT,spot,1485235806400147458,sell,222.18,0.0531,11.797758
