ts_utc,ts_ms,date_cn,base,symbol,venue,trade_id,side,price,size,notional_usd
2026-09-22T15:02:53.273Z,1790089373273,2026-09-22,SOXL,SOXLUSDT,perp,1486308046680088576,sell,146.12,1.79,261.5548
2026-09-22T15:02:53.363Z,1790089373363,2026-09-22,SOXL,SOXLUSDT,perp,1486308047057575936,sell,146.09,1.79,261.5011
2026-09-22T15:02:53.365Z,1790089373365,2026-09-22,SOXL,SOXLUSDT,perp,1486308047065964546,sell,146.08,0.05,7.304
2026-09-22T15:02:53.452Z,1790089373452,2026-09-22,SOXL,SOXLUSDT,perp,1486308047430868992,sell,146.05,0.05,7.3025
2026-09-22T15:02:55.201Z,1790089375201,2026-09-22,SOXL,SOXLUSDT,perp,1486308054766706688,buy,146.07,1.79,261.4653
2026-09-22T15:02:59.222Z,1790089379222,2026-09-22,SOXL,SOXLUSDT,perp,1486308071632003072,sell,146.06,4.82,704.0092
2026-09-22T15:02:59.527Z,1790089379527,2026-09-22,SOXL,SOXLUSDT,perp,1486308072911265798,sell,146.04,0.05,7.302
2026-09-22T15:02:59.536Z,1790089379536,2026-09-22,SOXL,SOXLUSDT,perp,1486308072949014528,sell,146.03,0.05,7.3015
2026-09-22T15:02:59.633Z,1790089379633,2026-09-22,SOXL,SOXLUSDT,perp,1486308073355862016,sell,146.04,6.84,998.9136
2026-09-22T15:02:59.950Z,1790089379950,2026-09-22,SOXL,SOXLUSDT,perp,1486308074685456384,sell,146.03,4.0,584.12
2026-09-22T15:02:59.977Z,1790089379977,2026-09-22,SOXL,SOXLUSDT,perp,1486308074798702596,sell,146.01,4.0,584.04
2026-09-22T15:02:59.980Z,1790089379980,2026-09-22,SOXL,SOXLUSDT,perp,1486308074811285504,sell,146.0,0.05,7.3
2026-09-22T15:02:59.994Z,1790089379994,2026-09-22,SOXL,SOXLUSDT,perp,1486308074870005762,buy,146.0,3.61,527.06
2026-09-22T15:02:59.994Z,1790089379994,2026-09-22,SOXL,SOXLUSDT,perp,1486308074870005760,buy,146.0,0.01,1.46
2026-09-22T15:03:00.026Z,1790089380026,2026-09-22,SOXL,SOXLUSDT,perp,1486308075004223488,sell,146.01,1.5,219.015
2026-09-22T15:03:00.255Z,1790089380255,2026-09-22,SOXL,SOXLUSDT,perp,1486308075964719104,buy,146.03,9.21,1344.9363
2026-09-22T15:03:00.599Z,1790089380599,2026-09-22,SOXL,SOXLUSDT,perp,1486308077407559680,sell,146.01,7.92,1156.3992
2026-09-22T15:03:01.257Z,1790089381257,2026-09-22,SOXL,SOXLUSDT,perp,1486308080167411712,buy,146.04,0.05,7.302
2026-09-22T15:03:02.114Z,1790089382114,2026-09-22,SOXL,SOXLUSDT,perp,1486308083761930240,sell,146.04,4.0,584.16
2026-09-22T15:03:03.275Z,1790089383275,2026-09-22,SOXL,SOXLUSDT,perp,1486308088631517184,sell,146.03,7.77,1134.6531
2026-09-22T15:03:03.905Z,1790089383905,2026-09-22,SOXL,SOXLUSDT,perp,1486308091273928704,buy,146.03,1.77,258.4731
2026-09-22T15:03:04.256Z,1790089384256,2026-09-22,SOXL,SOXLUSDT,perp,1486308092746129416,sell,146.0,8.91,1300.86
2026-09-22T15:03:04.256Z,1790089384256,2026-09-22,SOXL,SOXLUSDT,perp,1486308092746129414,sell,146.0,6.57,959.22
2026-09-22T15:03:04.256Z,1790089384256,2026-09-22,SOXL,SOXLUSDT,perp,1486308092746129412,sell,146.0,0.05,7.3
2026-09-22T15:03:04.256Z,1790089384256,2026-09-22,SOXL,SOXLUSDT,perp,1486308092746129408,sell,146.01,7.61,1111.1361
2026-09-22T15:03:05.517Z,1790089385517,2026-09-22,SOXL,SOXLUSDT,perp,1486308098035146754,buy,146.04,0.05,7.302
2026-09-22T15:03:05.752Z,1790089385752,2026-09-22,SOXL,SOXLUSDT,perp,1486308099020808192,buy,146.04,5.08,741.8832
2026-09-22T15:03:06.847Z,1790089386847,2026-09-22,SOXL,SOXLUSDT,perp,1486308103613571072,buy,146.06,0.05,7.303
2026-09-22T15:03:06.973Z,1790089386973,2026-09-22,SOXL,SOXLUSDT,perp,1486308104142053378,buy,146.09,0.97,141.7073
2026-09-22T15:03:06.973Z,1790089386973,2026-09-22,SOXL,SOXLUSDT,perp,1486308104142053376,buy,146.08,0.05,7.304
2026-09-22T15:03:07.097Z,1790089387097,2026-09-22,SOXL,SOXLUSDT,perp,1486308104662147072,buy,146.09,0.34,49.6706
2026-09-22T15:03:07.244Z,1790089387244,2026-09-22,SOXL,SOXLUSDT,perp,1486308105278709764,sell,146.06,4.0,584.24
2026-09-22T15:03:07.244Z,1790089387244,2026-09-22,SOXL,SOXLUSDT,perp,1486308105278709762,sell,146.06,0.01,1.4606
2026-09-22T15:03:07.244Z,1790089387244,2026-09-22,SOXL,SOXLUSDT,perp,1486308105278709760,sell,146.07,1.77,258.5439
2026-09-22T15:03:07.245Z,1790089387245,2026-09-22,SOXL,SOXLUSDT,perp,1486308105282904064,sell,146.05,15.51,2265.2355
2026-09-22T15:03:11.089Z,1790089391089,2026-09-22,SOXL,SOXLUSDT,perp,1486308121405808652,sell,146.04,5.39,787.1556
2026-09-22T15:03:11.089Z,1790089391089,2026-09-22,SOXL,SOXLUSDT,perp,1486308121405808650,sell,146.04,0.05,7.302
2026-09-22T15:03:11.095Z,1790089391095,2026-09-22,SOXL,SOXLUSDT,perp,1486308121430974470,sell,146.02,0.05,7.301
2026-09-22T15:03:11.095Z,1790089391095,2026-09-22,SOXL,SOXLUSDT,perp,1486308121430974468,sell,146.02,0.05,7.301
2026-09-22T15:03:11.095Z,1790089391095,2026-09-22,SOXL,SOXLUSDT,perp,1486308121430974466,sell,146.02,0.05,7.301
2026-09-22T15:03:11.095Z,1790089391095,2026-09-22,SOXL,SOXLUSDT,perp,1486308121430974464,sell,146.02,4.0,584.08
2026-09-22T15:03:11.096Z,1790089391096,2026-09-22,SOXL,SOXLUSDT,perp,1486308121435168774,sell,146.01,0.05,7.3005
2026-09-22T15:03:11.096Z,1790089391096,2026-09-22,SOXL,SOXLUSDT,perp,1486308121435168772,sell,146.01,0.05,7.3005
2026-09-22T15:03:11.096Z,1790089391096,2026-09-22,SOXL,SOXLUSDT,perp,1486308121435168770,sell,146.01,4.0,584.04
2026-09-22T15:03:11.096Z,1790089391096,2026-09-22,SOXL,SOXLUSDT,perp,1486308121435168768,sell,146.02,0.08,11.6816
2026-09-22T15:03:11.293Z,1790089391293,2026-09-22,SOXL,SOXLUSDT,perp,1486308122261446656,sell,146.0,0.05,7.3
2026-09-22T15:03:11.416Z,1790089391416,2026-09-22,SOXL,SOXLUSDT,perp,1486308122777346054,sell,145.98,0.96,140.1408
2026-09-22T15:03:11.416Z,1790089391416,2026-09-22,SOXL,SOXLUSDT,perp,1486308122777346052,sell,145.98,0.36,52.5528
2026-09-22T15:03:11.416Z,1790089391416,2026-09-22,SOXL,SOXLUSDT,perp,1486308122777346050,sell,145.98,0.63,91.9674
2026-09-22T15:03:11.416Z,1790089391416,2026-09-22,SOXL,SOXLUSDT,perp,1486308122777346048,sell,145.98,0.05,7.299
2026-09-22T15:03:12.119Z,1790089392119,2026-09-22,SOXL,SOXLUSDT,perp,1486308125725941760,sell,145.96,0.05,7.298
2026-09-22T15:03:12.144Z,1790089392144,2026-09-22,SOXL,SOXLUSDT,perp,1486308125830799360,sell,145.94,0.05,7.297
2026-09-22T15:03:12.151Z,1790089392151,2026-09-22,SOXL,SOXLUSDT,perp,1486308125860159490,sell,145.93,0.05,7.2965
2026-09-22T15:03:12.151Z,1790089392151,2026-09-22,SOXL,SOXLUSDT,perp,1486308125860159488,sell,145.93,0.04,5.8372
2026-09-22T15:03:14.531Z,1790089394531,2026-09-22,SOXL,SOXLUSDT,perp,1486308135842603010,sell,145.94,0.08,11.6752
2026-09-22T15:03:14.531Z,1790089394531,2026-09-22,SOXL,SOXLUSDT,perp,1486308135842603008,sell,145.94,2.45,357.553
2026-09-22T15:03:15.360Z,1790089395360,2026-09-22,SOXL,SOXLUSDT,perp,1486308139319681024,sell,145.9,0.05,7.295
2026-09-22T15:03:15.362Z,1790089395362,2026-09-22,SOXL,SOXLUSDT,perp,1486308139328069632,sell,145.89,0.04,5.8356
2026-09-22T15:03:15.540Z,1790089395540,2026-09-22,SOXL,SOXLUSDT,perp,1486308140074655746,buy,145.91,3.27,477.1257
2026-09-22T15:03:15.540Z,1790089395540,2026-09-22,SOXL,SOXLUSDT,perp,1486308140074655744,buy,145.91,1.77,258.2607
2026-09-22T15:03:15.580Z,1790089395580,2026-09-22,SOXL,SOXLUSDT,perp,1486308140242427906,buy,145.93,1.77,258.2961
2026-09-22T15:03:15.580Z,1790089395580,2026-09-22,SOXL,SOXLUSDT,perp,1486308140242427904,buy,145.93,0.05,7.2965
2026-09-22T15:03:15.757Z,1790089395757,2026-09-22,SOXL,SOXLUSDT,perp,1486308140984819712,sell,145.89,1.47,214.4583
2026-09-22T15:03:15.758Z,1790089395758,2026-09-22,SOXL,SOXLUSDT,perp,1486308140989014016,sell,145.89,5.18,755.7102
2026-09-22T15:03:15.884Z,1790089395884,2026-09-22,SOXL,SOXLUSDT,perp,1486308141517496322,sell,145.88,0.05,7.294
2026-09-22T15:03:15.884Z,1790089395884,2026-09-22,SOXL,SOXLUSDT,perp,1486308141517496320,sell,145.88,0.15,21.882
2026-09-22T15:03:16.050Z,1790089396050,2026-09-22,SOXL,SOXLUSDT,perp,1486308142213750792,buy,145.9,0.57,83.163
2026-09-22T15:03:16.050Z,1790089396050,2026-09-22,SOXL,SOXLUSDT,perp,1486308142213750790,buy,145.9,4.58,668.222
2026-09-22T15:03:16.050Z,1790089396050,2026-09-22,SOXL,SOXLUSDT,perp,1486308142213750788,buy,145.9,4.59,669.681
2026-09-22T15:03:16.050Z,1790089396050,2026-09-22,SOXL,SOXLUSDT,perp,1486308142213750786,buy,145.88,1.13,164.8444
2026-09-22T15:03:16.050Z,1790089396050,2026-09-22,SOXL,SOXLUSDT,perp,1486308142213750784,buy,145.88,0.13,18.9644
2026-09-22T15:03:17.150Z,1790089397150,2026-09-22,SOXL,SOXLUSDT,perp,1486308146827485186,sell,145.87,7.89,1150.9143
2026-09-22T15:03:17.150Z,1790089397150,2026-09-22,SOXL,SOXLUSDT,perp,1486308146827485184,sell,145.87,0.05,7.2935
2026-09-22T15:03:17.160Z,1790089397160,2026-09-22,SOXL,SOXLUSDT,perp,1486308146869428224,sell,145.86,0.05,7.293
2026-09-22T15:03:18.058Z,1790089398058,2026-09-22,SOXL,SOXLUSDT,perp,1486308150635913220,sell,145.83,0.05,7.2915
2026-09-22T15:03:18.058Z,1790089398058,2026-09-22,SOXL,SOXLUSDT,perp,1486308150635913218,sell,145.83,0.23,33.5409
2026-09-22T15:03:18.058Z,1790089398058,2026-09-22,SOXL,SOXLUSDT,perp,1486308150635913216,sell,145.83,0.02,2.9166
2026-09-22T15:03:18.408Z,1790089398408,2026-09-22,SOXL,SOXLUSDT,perp,1486308152103919622,buy,145.84,15.73,2294.0632
2026-09-22T15:03:18.408Z,1790089398408,2026-09-22,SOXL,SOXLUSDT,perp,1486308152103919620,buy,145.84,6.28,915.8752
2026-09-22T15:03:18.408Z,1790089398408,2026-09-22,SOXL,SOXLUSDT,perp,1486308152103919618,buy,145.83,1.77,258.1191
2026-09-22T15:03:18.408Z,1790089398408,2026-09-22,SOXL,SOXLUSDT,perp,1486308152103919616,buy,145.83,1.13,164.7879
2026-09-22T15:03:18.409Z,1790089398409,2026-09-22,SOXL,SOXLUSDT,perp,1486308152108113924,buy,145.85,6.3,918.855
2026-09-22T15:03:18.409Z,1790089398409,2026-09-22,SOXL,SOXLUSDT,perp,1486308152108113922,buy,145.85,10.64,1551.844
2026-09-22T15:03:18.409Z,1790089398409,2026-09-22,SOXL,SOXLUSDT,perp,1486308152108113920,buy,145.85,5.09,742.3765
