ts_utc,ts_ms,date_cn,base,symbol,venue,trade_id,side,price,size,notional_usd
2026-09-12T15:23:30.444Z,1789226610444,2026-09-12,TSLA,RTSLAUSDT,spot,1482689357095366656,buy,365.66,0.0307,11.225762
2026-09-12T15:22:30.444Z,1789226550444,2026-09-12,TSLA,RTSLAUSDT,spot,1482689105437126656,buy,365.66,0.0287,10.494442
2026-09-12T15:22:00.458Z,1789226520458,2026-09-12,TSLA,RTSLAUSDT,spot,1482688979666726912,buy,365.66,0.0287,10.494442
2026-09-12T15:21:30.451Z,1789226490451,2026-09-12,TSLA,RTSLAUSDT,spot,1482688853808246784,buy,365.66,0.0287,10.494442
2026-09-12T15:00:00.098Z,1789225200098,2026-09-12,TSLA,RTSLAUSDT,spot,1482683441675497472,buy,365.59,0.082,29.97838
2026-09-12T14:50:59.492Z,1789224659492,2026-09-12,TSLA,RTSLAUSDT,spot,1482681174209589248,buy,365.57,0.0826,30.196082
2026-09-12T14:44:50.121Z,1789224290121,2026-09-12,TSLA,RTSLAUSDT,spot,1482679624955326464,buy,365.54,0.5471,199.986934
2026-09-12T14:40:00.054Z,1789224000054,2026-09-12,TSLA,RTSLAUSDT,spot,1482678408326148096,buy,365.56,0.082,29.97592
2026-09-12T14:30:00.063Z,1789223400063,2026-09-12,TSLA,RTSLAUSDT,spot,1482675891781496832,buy,365.55,0.0656,23.98008
2026-09-12T14:11:12.455Z,1789222272455,2026-09-12,TSLA,RTSLAUSDT,spot,1482671162250752000,sell,365.26,0.5536,202.207936
2026-09-12T14:09:25.544Z,1789222165544,2026-09-12,TSLA,RTSLAUSDT,spot,1482670713833517056,buy,365.49,0.5536,202.335264
2026-09-12T14:06:42.869Z,1789222002869,2026-09-12,TSLA,RTSLAUSDT,spot,1482670031525113856,sell,365.26,0.5545,202.53667
2026-09-12T14:05:09.760Z,1789221909760,2026-09-12,TSLA,RTSLAUSDT,spot,1482669640997662722,buy,365.46,0.481,175.78626
2026-09-12T14:05:09.760Z,1789221909760,2026-09-12,TSLA,RTSLAUSDT,spot,1482669640997662720,buy,365.37,0.0735,26.854695
2026-09-12T14:01:48.703Z,1789221708703,2026-09-12,TSLA,RTSLAUSDT,spot,1482668797703483396,sell,365.19,0.0075,2.738925
2026-09-12T14:01:48.703Z,1789221708703,2026-09-12,TSLA,RTSLAUSDT,spot,1482668797703483394,sell,365.22,0.506,184.80132
2026-09-12T14:01:48.703Z,1789221708703,2026-09-12,TSLA,RTSLAUSDT,spot,1482668797703483392,sell,365.25,0.0419,15.303975
2026-09-12T14:00:40.618Z,1789221640618,2026-09-12,TSLA,RTSLAUSDT,spot,1482668512134295552,buy,365.37,0.5554,202.926498
2026-09-12T13:59:33.460Z,1789221573460,2026-09-12,TSLA,RTSLAUSDT,spot,1482668230453227520,sell,365.25,0.5561,203.115525
2026-09-12T13:57:58.167Z,1789221478167,2026-09-12,TSLA,RTSLAUSDT,spot,1482667830765416450,buy,365.37,0.0801,29.266137
2026-09-12T13:57:58.167Z,1789221478167,2026-09-12,TSLA,RTSLAUSDT,spot,1482667830765416448,buy,365.33,0.476,173.89708
2026-09-12T13:05:22.395Z,1789218322395,2026-09-12,TSLA,RTSLAUSDT,spot,1482654594498293760,buy,365.3,0.1479,54.02787
2026-09-12T13:05:10.383Z,1789218310383,2026-09-12,TSLA,RTSLAUSDT,spot,1482654544116314112,buy,365.3,0.082,29.9546
2026-09-12T13:04:35.752Z,1789218275752,2026-09-12,TSLA,RTSLAUSDT,spot,1482654398863372288,buy,365.3,0.0952,34.77656
2026-09-12T13:04:24.667Z,1789218264667,2026-09-12,TSLA,RTSLAUSDT,spot,1482654352369512450,buy,364.47,0.0499,18.187053
2026-09-12T13:04:24.667Z,1789218264667,2026-09-12,TSLA,RTSLAUSDT,spot,1482654352369512448,buy,364.43,0.421,153.42503
2026-09-12T13:04:24.652Z,1789218264652,2026-09-12,TSLA,RTSLAUSDT,spot,1482654352306597890,buy,364.47,0.4582,167.000154
2026-09-12T13:04:24.652Z,1789218264652,2026-09-12,TSLA,RTSLAUSDT,spot,1482654352306597888,buy,364.43,0.0179,6.523297
2026-09-12T13:04:24.646Z,1789218264646,2026-09-12,TSLA,RTSLAUSDT,spot,1482654352281432064,buy,364.43,0.4761,173.505123
2026-09-12T13:04:18.870Z,1789218258870,2026-09-12,TSLA,RTSLAUSDT,spot,1482654328055132162,buy,364.47,0.0358,13.048026
2026-09-12T13:04:18.870Z,1789218258870,2026-09-12,TSLA,RTSLAUSDT,spot,1482654328055132160,buy,364.43,0.385,140.30555
2026-09-12T13:04:18.862Z,1789218258862,2026-09-12,TSLA,RTSLAUSDT,spot,1482654328021577730,buy,364.47,0.392,142.87224
2026-09-12T13:04:18.862Z,1789218258862,2026-09-12,TSLA,RTSLAUSDT,spot,1482654328021577728,buy,364.43,0.0841,30.648563
2026-09-12T13:04:18.671Z,1789218258671,2026-09-12,TSLA,RTSLAUSDT,spot,1482654327220465664,buy,364.43,0.4709,171.610087
2026-09-12T13:04:18.649Z,1789218258649,2026-09-12,TSLA,RTSLAUSDT,spot,1482654327128190978,buy,364.47,0.3342,121.805874
2026-09-12T13:04:18.649Z,1789218258649,2026-09-12,TSLA,RTSLAUSDT,spot,1482654327128190976,buy,364.43,0.1419,51.712617
