ts_utc,ts_ms,date_cn,base,symbol,venue,side,level,price,size,notional_usd,cum_notional_usd
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,bid,1,364.49,1.9801,721.7266,721.7266
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,bid,2,364.41,0.308,112.2383,833.9649
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,bid,3,364.39,0.3846,140.1444,974.1093
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,bid,4,364.35,0.519,189.0977,1163.207
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,bid,5,363.97,57.599,20964.308,22127.515
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,ask,1,364.53,33.449,12193.164,12193.164
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,ask,2,364.65,38.52,14046.318,26239.482
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,ask,3,364.66,40.32,14703.0912,40942.5732
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,ask,4,364.67,28.8,10502.496,51445.0692
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,RTSLAUSDT,spot,ask,5,364.68,42.48,15491.6064,66936.6756
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,bid,1,335.4,46.17,15485.418,15485.418
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,bid,2,335.39,8.95,3001.7405,18487.1585
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,bid,3,335.38,5.93,1988.8034,20475.9619
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,bid,4,335.37,4.19,1405.2003,21881.1622
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,bid,5,335.36,5.76,1931.6736,23812.8358
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,ask,1,335.41,2.47,828.4627,828.4627
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,ask,2,335.43,8.07,2706.9201,3535.3828
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,ask,3,335.45,0.31,103.9895,3639.3723
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,ask,4,335.46,0.53,177.7938,3817.1661
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,AAPLUSDT,perp,ask,5,335.47,1.74,583.7178,4400.8839
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,bid,1,334.67,0.4806,160.8424,160.8424
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,bid,2,334.66,1.5204,508.8171,669.6595
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,bid,3,334.57,0.672,224.831,894.4905
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,bid,4,334.54,1.6044,536.736,1431.2265
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,bid,5,334.52,0.966,323.1463,1754.3728
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,ask,1,335.06,0.8988,301.1519,301.1519
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,ask,2,335.1,0.8232,275.8543,577.0062
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,ask,3,335.12,0.4806,161.0587,738.0649
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,ask,4,335.13,0.5985,200.5753,938.6402
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,AAPL,RAAPLUSDT,spot,ask,5,335.14,0.8988,301.2238,1239.8641
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,bid,1,364.97,16.44,6000.1068,6000.1068
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,bid,2,364.96,298.03,108769.0288,114769.1356
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,bid,3,364.95,0.67,244.5165,115013.6521
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,bid,4,364.94,178.71,65218.4274,180232.0795
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,bid,5,364.93,152.53,55662.7729,235894.8524
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,ask,1,364.98,6.58,2401.5684,2401.5684
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,ask,2,365.0,6.58,2401.7,4803.2684
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,ask,3,365.03,132.58,48395.6774,53198.9458
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,ask,4,365.04,135.45,49444.668,102643.6138
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,TSLA,TSLAUSDT,perp,ask,5,365.05,6.58,2402.029,105045.6428
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,bid,1,222.45,0.9804,218.09,218.09
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,bid,2,222.44,174.6895,38857.9324,39076.0224
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,bid,3,222.38,112.32,24977.7216,64053.744
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,bid,4,222.37,112.32,24976.5984,89030.3424
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,bid,5,222.35,192.0,42691.2,131721.5424
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,ask,1,222.46,0.6163,137.1021,137.1021
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,ask,2,222.74,0.4278,95.2882,232.3903
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,ask,3,222.75,151.6799,33786.6977,34019.088
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,ask,4,222.78,109.44,24381.0432,58400.1312
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,NVDA,RNVDAUSDT,spot,ask,5,222.8,0.9784,217.9875,58618.1187
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,bid,1,669.54,0.2302,154.1281,154.1281
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,bid,2,668.29,10.44,6976.9476,7131.0757
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,bid,3,668.23,9.7199,6495.1288,13626.2045
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,bid,4,668.2,13.92,9301.344,22927.5485
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,bid,5,668.17,23.04,15394.6368,38322.1853
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,ask,1,669.82,12.96,8680.8672,8680.8672
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,ask,2,669.83,48.0,32151.84,40832.7072
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,ask,3,669.86,11.16,7475.6376,48308.3448
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,ask,4,669.98,14.8799,9969.2354,58277.5802
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,META,RMETAUSDT,spot,ask,5,670.01,10.2,6834.102,65111.6822
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,GOOGL,GOOGLUSDT,perp,bid,1,350.57,4.31,1510.9567,1510.9567
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,GOOGL,GOOGLUSDT,perp,bid,2,350.56,2.7,946.512,2457.4687
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,GOOGL,GOOGLUSDT,perp,bid,3,350.55,1.76,616.968,3074.4367
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,GOOGL,GOOGLUSDT,perp,bid,4,350.54,1.73,606.4342,3680.8709
2026-09-19T04:05:53.145Z,1789790753145,2026-09-19,GOOGL,GOOGLUSDT,perp,bid,5,350.53,10.32,3617.4696,7298.3405
