ts_utc,ts_ms,date_cn,base,symbol,venue,trade_id,side,price,size,notional_usd
2026-09-24T17:01:24.123Z,1790269284123,2026-09-25,SPY,SPYUSDT,perp,1487062647477886988,sell,768.46,5.89,4526.2294
2026-09-24T17:01:24.128Z,1790269284128,2026-09-25,SPY,SPYUSDT,perp,1487062647498858500,sell,768.46,0.61,468.7606
2026-09-24T17:01:30.509Z,1790269290509,2026-09-25,MRVL,MRVLUSDT,perp,1487062674262704128,buy,260.5,0.03,7.815
2026-09-24T17:01:36.634Z,1790269296634,2026-09-25,MRVL,MRVLUSDT,perp,1487062699952816132,sell,260.45,0.8,208.36
2026-09-24T17:01:36.634Z,1790269296634,2026-09-25,MRVL,MRVLUSDT,perp,1487062699952816130,sell,260.48,0.63,164.1024
2026-09-24T17:01:36.634Z,1790269296634,2026-09-25,MRVL,MRVLUSDT,perp,1487062699952816128,sell,260.48,0.09,23.4432
2026-09-24T17:01:37.149Z,1790269297149,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062702112882688,buy,342.67,0.06,20.5602
2026-09-24T17:01:38.849Z,1790269298849,2026-09-25,MRVL,MRVLUSDT,perp,1487062709243199488,sell,260.46,1.52,395.8992
2026-09-24T17:01:42.153Z,1790269302153,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062723101179908,buy,342.7,0.06,20.562
2026-09-24T17:01:43.406Z,1790269303406,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062728356642818,buy,342.77,3.72,1275.1044
2026-09-24T17:01:43.406Z,1790269303406,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062728356642816,buy,342.76,10.63,3643.5388
2026-09-24T17:01:44.297Z,1790269304297,2026-09-25,MRVL,MRVLUSDT,perp,1487062732093767682,buy,260.57,1.29,336.1353
2026-09-24T17:01:44.297Z,1790269304297,2026-09-25,MRVL,MRVLUSDT,perp,1487062732093767680,buy,260.55,0.03,7.8165
2026-09-24T17:01:44.299Z,1790269304299,2026-09-25,MRVL,MRVLUSDT,perp,1487062732102156292,buy,260.59,3.32,865.1588
2026-09-24T17:01:44.299Z,1790269304299,2026-09-25,MRVL,MRVLUSDT,perp,1487062732102156290,buy,260.59,0.03,7.8177
2026-09-24T17:01:44.299Z,1790269304299,2026-09-25,MRVL,MRVLUSDT,perp,1487062732102156288,buy,260.59,0.03,7.8177
2026-09-24T17:01:44.312Z,1790269304312,2026-09-25,MRVL,MRVLUSDT,perp,1487062732156682242,buy,260.52,0.55,143.286
2026-09-24T17:01:44.312Z,1790269304312,2026-09-25,MRVL,MRVLUSDT,perp,1487062732156682240,buy,260.51,0.56,145.8856
2026-09-24T17:01:44.330Z,1790269304330,2026-09-25,MRVL,MRVLUSDT,perp,1487062732232179712,buy,260.6,0.03,7.818
2026-09-24T17:01:44.496Z,1790269304496,2026-09-25,HOOD,HOODUSDT,perp,1487062732928434176,buy,121.92,0.13,15.8496
2026-09-24T17:01:44.497Z,1790269304497,2026-09-25,HOOD,HOODUSDT,perp,1487062732932628480,buy,121.95,0.05,6.0975
2026-09-24T17:01:44.575Z,1790269304575,2026-09-25,MRVL,MRVLUSDT,perp,1487062733259784194,buy,260.64,0.03,7.8192
2026-09-24T17:01:44.575Z,1790269304575,2026-09-25,MRVL,MRVLUSDT,perp,1487062733259784192,buy,260.64,0.03,7.8192
2026-09-24T17:01:44.586Z,1790269304586,2026-09-25,MRVL,MRVLUSDT,perp,1487062733305921538,buy,260.55,0.41,106.8255
2026-09-24T17:01:44.586Z,1790269304586,2026-09-25,MRVL,MRVLUSDT,perp,1487062733305921536,buy,260.55,1.52,396.036
2026-09-24T17:01:44.624Z,1790269304624,2026-09-25,MRVL,MRVLUSDT,perp,1487062733465305088,buy,260.66,12.72,3315.5952
2026-09-24T17:01:46.833Z,1790269306833,2026-09-25,SPY,SPYUSDT,perp,1487062742730530818,buy,768.73,0.01,7.6873
2026-09-24T17:01:47.885Z,1790269307885,2026-09-25,MRVL,MRVLUSDT,perp,1487062747142930432,buy,260.66,0.2,52.132
2026-09-24T17:01:47.964Z,1790269307964,2026-09-25,MRVL,MRVLUSDT,perp,1487062747474280448,buy,260.66,0.2,52.132
2026-09-24T17:01:47.967Z,1790269307967,2026-09-25,MRVL,MRVLUSDT,perp,1487062747486863360,buy,260.66,0.2,52.132
2026-09-24T17:01:47.970Z,1790269307970,2026-09-25,MRVL,MRVLUSDT,perp,1487062747499446272,buy,260.66,0.2,52.132
2026-09-24T17:01:47.973Z,1790269307973,2026-09-25,MRVL,MRVLUSDT,perp,1487062747512029184,buy,260.66,0.2,52.132
2026-09-24T17:01:47.977Z,1790269307977,2026-09-25,MRVL,MRVLUSDT,perp,1487062747528806400,buy,260.66,0.2,52.132
2026-09-24T17:01:47.979Z,1790269307979,2026-09-25,MRVL,MRVLUSDT,perp,1487062747537195008,buy,260.66,0.2,52.132
2026-09-24T17:01:48.199Z,1790269308199,2026-09-25,MRVL,MRVLUSDT,perp,1487062748459941892,buy,260.69,0.39,101.6691
2026-09-24T17:01:48.199Z,1790269308199,2026-09-25,MRVL,MRVLUSDT,perp,1487062748459941890,buy,260.69,0.03,7.8207
2026-09-24T17:01:48.199Z,1790269308199,2026-09-25,MRVL,MRVLUSDT,perp,1487062748459941888,buy,260.68,0.03,7.8204
2026-09-24T17:01:48.377Z,1790269308377,2026-09-25,MRVL,MRVLUSDT,perp,1487062749206528000,buy,260.73,0.03,7.8219
2026-09-24T17:01:57.111Z,1790269317111,2026-09-25,MRVL,MRVLUSDT,perp,1487062785839579136,sell,260.58,11.12,2897.6496
2026-09-24T17:01:58.143Z,1790269318143,2026-09-25,HOOD,HOODUSDT,perp,1487062790168100864,sell,121.91,5.41,659.5331
2026-09-24T17:02:00.980Z,1790269320980,2026-09-25,MRVL,MRVLUSDT,perp,1487062802067341314,sell,260.54,0.09,23.4486
2026-09-24T17:02:00.980Z,1790269320980,2026-09-25,MRVL,MRVLUSDT,perp,1487062802067341312,sell,260.54,0.03,7.8162
2026-09-24T17:02:00.990Z,1790269320990,2026-09-25,MRVL,MRVLUSDT,perp,1487062802109284354,sell,260.51,1.48,385.5548
2026-09-24T17:02:00.990Z,1790269320990,2026-09-25,MRVL,MRVLUSDT,perp,1487062802109284352,sell,260.53,0.03,7.8159
2026-09-24T17:02:01.096Z,1790269321096,2026-09-25,MRVL,MRVLUSDT,perp,1487062802553880580,sell,260.45,3.32,864.694
2026-09-24T17:02:01.096Z,1790269321096,2026-09-25,MRVL,MRVLUSDT,perp,1487062802553880578,sell,260.47,3.32,864.7604
2026-09-24T17:02:01.096Z,1790269321096,2026-09-25,MRVL,MRVLUSDT,perp,1487062802553880576,sell,260.49,0.03,7.8147
2026-09-24T17:02:02.139Z,1790269322139,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062806928539660,buy,342.74,2.57,880.8418
2026-09-24T17:02:02.139Z,1790269322139,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062806928539658,buy,342.74,1.45,496.973
2026-09-24T17:02:02.139Z,1790269322139,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062806928539656,buy,342.74,1.45,496.973
2026-09-24T17:02:02.139Z,1790269322139,2026-09-25,GOOGL,GOOGLUSDT,perp,1487062806928539654,buy,342.73,0.38,130.2374
