ts_utc,ts_ms,date_cn,base,symbol,venue,trade_id,side,price,size,notional_usd
2026-09-18T19:09:21.728Z,1789758561728,2026-09-19,AAPL,AAPLUSDT,perp,1484920522493640704,buy,336.34,0.02,6.7268
2026-09-18T19:09:22.792Z,1789758562792,2026-09-19,SOXL,SOXLUSDT,perp,1484920526956388352,sell,118.88,0.06,7.1328
2026-09-18T19:09:24.979Z,1789758564979,2026-09-19,SOXL,SOXLUSDT,perp,1484920536129331202,sell,118.87,5.0,594.35
2026-09-18T19:09:24.979Z,1789758564979,2026-09-19,SOXL,SOXLUSDT,perp,1484920536129331200,sell,118.87,8.34,991.3758
2026-09-18T19:09:26.104Z,1789758566104,2026-09-19,SOXL,SOXLUSDT,perp,1484920540847923200,buy,118.87,1.85,219.9095
2026-09-18T19:09:26.106Z,1789758566106,2026-09-19,SOXL,SOXLUSDT,perp,1484920540856311814,buy,118.89,17.88,2125.7532
2026-09-18T19:09:26.106Z,1789758566106,2026-09-19,SOXL,SOXLUSDT,perp,1484920540856311812,buy,118.89,18.67,2219.6763
2026-09-18T19:09:26.106Z,1789758566106,2026-09-19,SOXL,SOXLUSDT,perp,1484920540856311810,buy,118.89,5.0,594.45
2026-09-18T19:09:26.106Z,1789758566106,2026-09-19,SOXL,SOXLUSDT,perp,1484920540856311808,buy,118.88,5.0,594.4
2026-09-18T19:09:26.213Z,1789758566213,2026-09-19,SOXL,SOXLUSDT,perp,1484920541305102340,sell,118.89,9.26,1100.9214
2026-09-18T19:09:26.213Z,1789758566213,2026-09-19,SOXL,SOXLUSDT,perp,1484920541305102338,sell,118.89,5.0,594.45
2026-09-18T19:09:26.213Z,1789758566213,2026-09-19,SOXL,SOXLUSDT,perp,1484920541305102336,sell,118.89,4.73,562.3497
2026-09-18T19:09:28.593Z,1789758568593,2026-09-19,SOXL,SOXLUSDT,perp,1484920551287545856,sell,118.9,4.24,504.136
2026-09-18T19:09:30.123Z,1789758570123,2026-09-19,GOOGL,GOOGLUSDT,perp,1484920557704822784,buy,351.59,0.09,31.6431
2026-09-18T19:09:30.720Z,1789758570720,2026-09-19,SOXL,SOXLUSDT,perp,1484920560208830466,buy,118.91,1.84,218.7944
2026-09-18T19:09:30.720Z,1789758570720,2026-09-19,SOXL,SOXLUSDT,perp,1484920560208830464,buy,118.91,0.06,7.1346
2026-09-18T19:09:45.925Z,1789758585925,2026-09-19,QQQ,QQQUSDT,perp,1484920623983214592,sell,719.96,1.69,1216.7324
2026-09-18T19:09:51.231Z,1789758591231,2026-09-19,SOXL,SOXLUSDT,perp,1484920646238199808,buy,118.93,0.06,7.1358
2026-09-18T19:09:51.324Z,1789758591324,2026-09-19,SOXL,SOXLUSDT,perp,1484920646628270080,buy,118.94,0.06,7.1364
